   0.00249,   0.78391,   0.04176,   0.47799,   0.00000
   0.77589,   0.02399,   0.40666,   0.05972,   0.00000
   0.94501,   0.98931,   0.79638,   0.18275,   1.00000
   0.30070,   0.76995,   0.25816,   0.14085,   0.00000
   0.55293,   0.33550,   0.79555,   0.27109,   1.00000
   0.58338,   0.54193,   0.67537,   0.70600,   1.00000
   0.41509,   0.68503,   0.98903,   0.77903,   1.00000
   0.33528,   0.19300,   0.08996,   0.67477,   0.00000
   0.42210,   0.64003,   0.98768,   0.64218,   1.00000
   0.55667,   0.06811,   0.77846,   0.79749,   1.00000
   0.24640,   0.31276,   0.91437,   0.66468,   1.00000
   0.97258,   0.38244,   0.88412,   0.66749,   1.00000
   0.90185,   0.19204,   0.02148,   0.33956,   0.00000
   0.21264,   0.97039,   0.05063,   0.83337,   0.00000
   0.27644,   0.59514,   0.65685,   0.17872,   0.00000
   0.80108,   0.25141,   0.14585,   0.02189,   0.00000
   0.09014,   0.63366,   0.95432,   0.92099,   1.00000
   0.74624,   0.34458,   0.07160,   0.17572,   0.00000
   0.91032,   0.35789,   0.84983,   0.73182,   1.00000
   0.04894,   0.61786,   0.91400,   0.89552,   1.00000
   0.62782,   0.28946,   0.13844,   0.58455,   0.00000
   0.72953,   0.13231,   0.89869,   0.39174,   1.00000
   0.28096,   0.09417,   0.53134,   0.01445,   0.00000
   0.72398,   0.02434,   0.48102,   0.42009,   0.00000
   0.48108,   0.77954,   0.66731,   0.45233,   1.00000
   0.89025,   0.95949,   0.67317,   0.20257,   1.00000
   0.26866,   0.40961,   0.18809,   0.88724,   0.00000
   0.13003,   0.84120,   0.28461,   0.83318,   1.00000
   0.40670,   0.39468,   0.21139,   0.47200,   0.00000
   0.01891,   0.30873,   0.29633,   0.03125,   0.00000
   0.42829,   0.21187,   0.92202,   0.83749,   1.00000
   0.11320,   0.16372,   0.28734,   0.73386,   0.00000
   0.01523,   0.25313,   0.93276,   0.29058,   0.00000
   0.23516,   0.34041,   0.72247,   0.97658,   1.00000
   0.83860,   0.69013,   0.06757,   0.19295,   0.00000
   0.52732,   0.76292,   0.26298,   0.63298,   1.00000
   0.52779,   0.82993,   0.52857,   0.59491,   1.00000
   0.62172,   0.30183,   0.04000,   0.35121,   0.00000
   0.82777,   0.48493,   0.03185,   0.14721,   0.00000
   0.17832,   0.64569,   0.25052,   0.39997,   0.00000
   0.47106,   0.20321,   0.32734,   0.14171,   0.00000
   0.77393,   0.39531,   0.06197,   0.01686,   0.00000
   0.05321,   0.25373,   0.29149,   0.47940,   0.00000
   0.42951,   0.51562,   0.49765,   0.77451,   1.00000
   0.47722,   0.26838,   0.37913,   0.43707,   0.00000
   0.32048,   0.77613,   0.87672,   0.15767,   1.00000
   0.99362,   0.09190,   0.16665,   0.95000,   1.00000
   0.83597,   0.04212,   0.17471,   0.36249,   0.00000
   0.68781,   0.63255,   0.04157,   0.51860,   0.00000
   0.95868,   0.19600,   0.32897,   0.88251,   1.00000
   0.48150,   0.48937,   0.51374,   0.45528,   0.00000
   0.98843,   0.33831,   0.04199,   0.93938,   1.00000
   0.31516,   0.92939,   0.60962,   0.66496,   1.00000
   0.60288,   0.72755,   0.13265,   0.89037,   1.00000
   0.24300,   0.52280,   0.53418,   0.48737,   0.00000
   0.41552,   0.07178,   0.42349,   0.59022,   0.00000
   0.38202,   0.06026,   0.48509,   0.59796,   0.00000
   0.37850,   0.47391,   0.05205,   0.87501,   0.00000
   0.27562,   0.50274,   0.78770,   0.53984,   1.00000
   0.43201,   0.59008,   0.92385,   0.96497,   1.00000
   0.31689,   0.23206,   0.87846,   0.81510,   1.00000
   0.84408,   0.49417,   0.73516,   0.42734,   1.00000
   0.11321,   0.88723,   0.90780,   0.89970,   1.00000
   0.15986,   0.57692,   0.71307,   0.34421,   0.00000
   0.54721,   0.34875,   0.64604,   0.73922,   1.00000
   0.89398,   0.34763,   0.22973,   0.20354,   0.00000
   0.85767,   0.86402,   0.43405,   0.11240,   1.00000
   0.65197,   0.27101,   0.90425,   0.29963,   1.00000
   0.62938,   0.15892,   0.66619,   0.34459,   0.00000
   0.17172,   0.90240,   0.01105,   0.68471,   0.00000
   0.57715,   0.58409,   0.76977,   0.82157,   1.00000
   0.34747,   0.62409,   0.58037,   0.35310,   0.00000
   0.39870,   0.34509,   0.49103,   0.33766,   0.00000
   0.73651,   0.93577,   0.16071,   0.94889,   1.00000
   0.31942,   0.09129,   0.90904,   0.55659,   0.00000
   0.72397,   0.67090,   0.22942,   0.49649,   1.00000
   0.56316,   0.57505,   0.49584,   0.86810,   1.00000
   0.14296,   0.80200,   0.18879,   0.87432,   0.00000
   0.20960,   0.13692,   0.68750,   0.34584,   0.00000
   0.04428,   0.86884,   0.95798,   0.25677,   1.00000
   0.06517,   0.39962,   0.45898,   0.51702,   0.00000
   0.69506,   0.54764,   0.88818,   0.79536,   1.00000
   0.12384,   0.51189,   0.05634,   0.15826,   0.00000
   0.49361,   0.41292,   0.55498,   0.09817,   0.00000
   0.67495,   0.06091,   0.46601,   0.83608,   1.00000
   0.85982,   0.37879,   0.10610,   0.62050,   0.00000
   0.02435,   0.64412,   0.06686,   0.60361,   0.00000
   0.70774,   0.13425,   0.04858,   0.27997,   0.00000
   0.02149,   0.83480,   0.52193,   0.50807,   0.00000
   0.33785,   0.01344,   0.93129,   0.37306,   0.00000
   0.73062,   0.09232,   0.01385,   0.10272,   0.00000
   0.12931,   0.22947,   0.25408,   0.79663,   0.00000
   0.52954,   0.47335,   0.46224,   0.41061,   0.00000
   0.77211,   0.69436,   0.59089,   0.37525,   1.00000
   0.99948,   0.01513,   0.39690,   0.91233,   1.00000
   0.90038,   0.87080,   0.69311,   0.33054,   1.00000
   0.88643,   0.59127,   0.37635,   0.46479,   1.00000
   0.15420,   0.91388,   0.15960,   0.03579,   0.00000
   0.20212,   0.44118,   0.54396,   0.76590,   0.00000
   0.55778,   0.55292,   0.47319,   0.71796,   1.00000
   0.01734,   0.63731,   0.66201,   0.98112,   1.00000
   0.57302,   0.34853,   0.30836,   0.90170,   1.00000
   0.81391,   0.94040,   0.31321,   0.36857,   1.00000
   0.75472,   0.79713,   0.32833,   0.79206,   1.00000
   0.32822,   0.76756,   0.27058,   0.64739,   0.00000
   0.25086,   0.85328,   0.92764,   0.14762,   1.00000
   0.05369,   0.56252,   0.83452,   0.86657,   1.00000
   0.13756,   0.95020,   0.11219,   0.09382,   0.00000
   0.38424,   0.42025,   0.89977,   0.38669,   1.00000
   0.42792,   0.40613,   0.90754,   0.39252,   1.00000
   0.05816,   0.22675,   0.95132,   0.44102,   0.00000
   0.84474,   0.35440,   0.08924,   0.94833,   1.00000
   0.71514,   0.90187,   0.38759,   0.43217,   1.00000
   0.48135,   0.38160,   0.67392,   0.88607,   1.00000
   0.80275,   0.01124,   0.73449,   0.86682,   1.00000
   0.60379,   0.37470,   0.65650,   0.58403,   1.00000
   0.48055,   0.46706,   0.08047,   0.75445,   0.00000
   0.45480,   0.54113,   0.86902,   0.27785,   1.00000
   0.99952,   0.31155,   0.14538,   0.29982,   0.00000
   0.94602,   0.33605,   0.17007,   0.11419,   0.00000
   0.30726,   0.35351,   0.49060,   0.88711,   1.00000
   0.69249,   0.84287,   0.62249,   0.33712,   1.00000
   0.33819,   0.02723,   0.65123,   0.18371,   0.00000
   0.21094,   0.73252,   0.90585,   0.34668,   1.00000
   0.36228,   0.43782,   0.48032,   0.74903,   1.00000
   0.34743,   0.02872,   0.75294,   0.40950,   0.00000
   0.99747,   0.24663,   0.12401,   0.85700,   1.00000
   0.44476,   0.31847,   0.82844,   0.40783,   1.00000
   0.38173,   0.26522,   0.77360,   0.64766,   1.00000
   0.91805,   0.77691,   0.33702,   0.57378,   1.00000
   0.02470,   0.84496,   0.21851,   0.55387,   0.00000
   0.73588,   0.86815,   0.83599,   0.91162,   1.00000
   0.99318,   0.14904,   0.74747,   0.78043,   1.00000
   0.65595,   0.35743,   0.78467,   0.58515,   1.00000
   0.25561,   0.36121,   0.30951,   0.62582,   0.00000
   0.26195,   0.31198,   0.91375,   0.48737,   0.00000
   0.89796,   0.71088,   0.99214,   0.74837,   1.00000
   0.07004,   0.82391,   0.21257,   0.69072,   0.00000
   0.77134,   0.61840,   0.20799,   0.43852,   1.00000
   0.50715,   0.83424,   0.01102,   0.58505,   0.00000
   0.52628,   0.91384,   0.17381,   0.32652,   0.00000
   0.62914,   0.63234,   0.14476,   0.72754,   1.00000
   0.64317,   0.11444,   0.26551,   0.55608,   0.00000
   0.15099,   0.90739,   0.31961,   0.42746,   0.00000
   0.38522,   0.71112,   0.42293,   0.69625,   1.00000
