   0.43063,   0.45945,   0.44405,   0.00000
   0.36473,   0.52527,   0.48784,   0.00000
   0.42331,   0.57912,   0.53029,   0.00000
   0.57858,   0.75399,   0.45034,   1.00000
   0.20616,   0.49219,   0.42831,   1.00000
   0.43294,   0.56179,   0.54430,   0.00000
   0.13481,   0.56599,   0.62529,   1.00000
   0.34011,   0.52834,   0.54476,   1.00000
   0.57113,   0.60359,   0.49759,   0.00000
   0.34970,   0.78613,   0.57082,   1.00000
   0.33298,   0.71079,   0.61347,   1.00000
   0.42220,   0.64410,   0.47470,   0.00000
   0.29267,   0.48994,   0.44141,   1.00000
   0.31291,   0.71864,   0.61842,   1.00000
   0.33044,   0.68211,   0.60544,   1.00000
   0.25737,   0.62196,   0.59143,   1.00000
   0.32920,   0.73869,   0.76363,   1.00000
   0.31818,   0.70916,   0.60623,   1.00000
   0.09031,   0.62688,   0.71055,   1.00000
   0.33922,   0.76578,   0.62651,   1.00000
   0.32306,   0.56608,   0.52068,   1.00000
   0.29859,   0.72070,   0.63695,   1.00000
   0.27485,   0.73991,   0.64208,   1.00000
   0.52481,   0.63192,   0.58701,   1.00000
   0.44416,   0.56130,   0.49641,   0.00000
   0.50385,   0.62279,   0.55411,   1.00000
   0.38830,   0.59630,   0.53241,   1.00000
   0.36487,   0.52205,   0.60894,   1.00000
   0.45586,   0.48381,   0.47292,   0.00000
   0.60643,   0.67874,   0.63699,   1.00000
   0.32918,   0.59685,   0.36787,   1.00000
   0.35414,   0.47286,   0.43039,   0.00000
   0.50405,   0.63551,   0.63576,   1.00000
   0.36402,   0.50435,   0.45885,   0.00000
   0.30452,   0.54505,   0.51386,   1.00000
   0.46074,   0.52180,   0.45798,   0.00000
   0.54593,   0.68655,   0.42137,   0.00000
   0.26079,   0.51097,   0.55746,   1.00000
   0.44699,   0.44934,   0.56887,   1.00000
   0.56279,   0.73387,   0.56943,   1.00000
   0.31329,   0.78239,   0.43496,   1.00000
   0.55720,   0.56198,   0.57337,   0.00000
   0.53495,   0.71701,   0.68196,   0.00000
   0.55082,   0.59463,   0.58987,   1.00000
   0.35328,   0.57804,   0.56462,   1.00000
   0.32057,   0.68659,   0.55184,   1.00000
   0.25873,   0.64651,   0.53869,   1.00000
   0.34070,   0.69794,   0.60685,   1.00000
   0.47362,   0.66644,   0.38739,   1.00000
   0.28077,   0.45434,   0.33803,   1.00000
   0.29702,   0.85280,   0.45194,   1.00000
   0.59341,   0.57429,   0.69181,   1.00000
   0.31106,   0.54408,   0.53853,   1.00000
   0.28450,   0.55746,   0.50987,   1.00000
   0.28680,   0.61833,   0.52441,   1.00000
   0.40474,   0.63944,   0.61199,   0.00000
   0.59151,   0.65022,   0.76134,   1.00000
   0.41941,   0.78084,   0.55027,   1.00000
   0.29298,   0.61282,   0.45530,   1.00000
   0.44060,   0.59679,   0.49269,   0.00000
   0.52167,   0.53571,   0.54378,   0.00000
   0.31407,   0.71413,   0.61141,   1.00000
   0.46440,   0.55897,   0.52044,   0.00000
   0.40543,   0.59232,   0.48899,   0.00000
   0.30211,   0.52596,   0.52042,   1.00000
   0.28570,   0.50616,   0.50966,   1.00000
   0.25367,   0.62972,   0.63653,   1.00000
   0.15963,   0.70386,   0.64542,   1.00000
   0.31515,   0.56329,   0.49494,   0.00000
   0.33233,   0.71103,   0.64393,   1.00000
   0.36029,   0.65059,   0.57433,   0.00000
   0.32373,   0.70289,   0.54340,   1.00000
   0.30526,   0.72438,   0.56350,   1.00000
   0.33915,   0.51365,   0.43174,   1.00000
   0.37834,   0.54958,   0.54626,   1.00000
   0.58898,   0.75304,   0.59585,   0.00000
   0.37980,   0.46311,   0.54054,   0.00000
   0.54322,   0.62618,   0.58724,   1.00000
   0.35920,   0.67179,   0.67510,   1.00000
   0.31713,   0.71827,   0.64268,   1.00000
   0.40585,   0.68626,   0.41420,   0.00000
   0.46978,   0.68502,   0.49747,   1.00000
   0.28380,   0.74893,   0.63547,   1.00000
   0.48896,   0.58409,   0.48058,   0.00000
   0.43575,   0.54641,   0.49845,   0.00000
   0.18727,   0.68728,   0.48986,   1.00000
   0.47074,   0.54485,   0.47038,   0.00000
   0.45542,   0.53077,   0.42028,   0.00000
   0.31118,   0.70904,   0.60771,   1.00000
   0.57794,   0.75440,   0.51003,   0.00000
   0.32181,   0.52878,   0.48491,   1.00000
   0.32100,   0.58051,   0.22300,   0.00000
   0.43884,   0.53703,   0.52812,   0.00000
   0.37009,   0.57528,   0.54737,   0.00000
   0.23235,   0.62297,   0.57987,   1.00000
   0.41490,   0.44291,   0.33718,   1.00000
   0.44513,   0.56469,   0.49203,   0.00000
   0.43938,   0.55020,   0.50707,   0.00000
   0.41270,   0.75050,   0.58471,   1.00000
   0.29398,   0.55049,   0.55211,   1.00000
   0.42569,   0.53101,   0.49469,   0.00000
   0.46064,   0.57850,   0.52040,   0.00000
   0.63072,   0.73874,   0.74120,   1.00000
   0.56585,   0.65037,   0.60382,   1.00000
   0.42365,   0.52485,   0.40542,   0.00000
   0.53848,   0.64406,   0.61337,   1.00000
   0.40285,   0.58982,   0.52511,   0.00000
   0.43557,   0.77809,   0.64702,   0.00000
   0.19865,   0.77297,   0.47233,   1.00000
   0.56001,   0.69426,   0.34058,   0.00000
   0.38326,   0.79101,   0.61275,   1.00000
   0.64958,   0.80186,   0.42243,   1.00000
   0.63621,   0.55147,   0.51663,   1.00000
   0.36736,   0.77625,   0.50657,   1.00000
   0.44479,   0.61336,   0.56011,   1.00000
   0.44184,   0.55933,   0.49873,   0.00000
   0.43213,   0.49069,   0.58764,   1.00000
   0.52357,   0.61961,   0.59389,   1.00000
   0.32150,   0.54480,   0.52848,   1.00000
   0.55889,   0.64142,   0.61939,   1.00000
   0.40223,   0.74363,   0.59233,   1.00000
   0.33950,   0.67864,   0.59914,   1.00000
   0.30355,   0.54923,   0.51214,   1.00000
   0.42761,   0.76383,   0.39940,   0.00000
   0.32649,   0.71696,   0.59464,   1.00000
